customer_id,synthetic_archetype,age,region,occupation,monthly_income,tenure_months,checking_balance,savings_balance,investment_balance,credit_card_limit,credit_utilization,loan_balance,delinquency_events_12m,has_credit_card,has_savings,has_investments,has_personal_loan,has_insurance,has_mortgage
CLI003618,Digital Multirrelacionado,30,Sul,Servidor público,7150.74,100,9301.28,14547.35,35321.54,14499.51,0.4511,26665.52,0,1,0,1,0,1,0
CLI003619,Digital Multirrelacionado,29,Sudeste,Assalariado,10274.2,85,4812.16,21754.43,3477.89,17121.93,0.3073,35685.12,0,1,1,1,1,1,1
CLI003620,Jovem em Ascensão,22,Sudeste,Assalariado,4754.88,23,3127.28,6524.71,9765.12,5514.06,0.4841,6717.82,1,1,1,0,0,0,0
CLI003621,Tradicional Essencial,61,Sudeste,Aposentado,2021.86,196,3150.96,4106.03,0.0,4154.81,0.1341,7860.44,0,0,1,0,0,0,0
CLI003622,Digital Multirrelacionado,49,Sul,Assalariado,13304.02,36,1018.32,4636.33,27642.0,3504.88,0.5855,17845.73,0,1,1,1,0,0,0
CLI003623,Crédito Intensivo,34,Sul,Aposentado,5856.65,45,1720.23,1366.16,2372.61,9370.07,0.7036,66144.82,1,1,0,0,1,0,0
CLI003624,Jovem em Ascensão,24,Nordeste,Assalariado,5664.8,13,3468.96,10394.88,4410.86,8074.6,0.3229,12429.48,0,1,1,1,0,0,0
CLI003625,Tradicional Essencial,72,Sul,Assalariado,5423.51,148,6863.82,18254.02,3544.79,4780.01,0.5386,0.0,1,0,1,1,0,1,0
CLI003626,Crédito Intensivo,40,Sudeste,Assalariado,4608.44,47,1029.37,2147.73,0.0,14750.95,0.7951,30952.13,1,0,0,0,0,0,0
CLI003627,Jovem em Ascensão,22,Sul,Assalariado,5322.92,45,0.0,15838.37,10171.08,5694.02,0.6182,20632.02,0,1,0,0,1,1,1
CLI003628,Tradicional Essencial,48,Sul,Assalariado,3953.34,98,3122.66,16525.59,4078.8,7156.78,0.2649,8968.4,0,0,1,0,0,0,0
CLI003629,Tradicional Essencial,61,Sudeste,Autônomo,3646.58,161,6203.22,15267.78,6178.8,,0.3229,7154.79,0,1,0,0,0,1,1
CLI003630,Digital Multirrelacionado,37,Sudeste,Aposentado,5489.94,55,2941.07,13286.62,43072.05,14981.98,0.0697,16705.04,0,1,1,1,0,1,0
CLI003631,Alta Renda Investidor,43,Nordeste,Servidor público,22735.4,214,28138.31,16739.54,254994.71,23395.94,0.1307,0.0,0,1,0,1,0,1,1
CLI003632,Jovem em Ascensão,25,Centro-Oeste,Assalariado,5777.54,18,0.0,0.0,14057.66,9630.7,0.6965,13715.65,0,1,1,0,0,1,0
CLI003633,Tradicional Essencial,56,Nordeste,Estudante,3099.17,80,1535.2,11571.39,5784.01,5809.72,0.1181,38636.08,0,1,1,0,0,1,0
CLI003634,Crédito Intensivo,45,Nordeste,Assalariado,4165.32,81,1699.38,2358.81,657.57,10929.72,0.9747,29432.07,3,1,0,1,1,0,1
CLI003635,Tradicional Essencial,68,Norte,Aposentado,4466.3,265,1223.4,450.99,2530.96,5858.18,0.3699,6567.08,0,0,1,0,1,0,0
CLI003636,Alta Renda Investidor,43,Sul,Assalariado,17680.54,121,31881.72,74391.46,197146.22,42974.26,0.397,31364.12,0,1,1,1,1,1,1
CLI003637,Jovem em Ascensão,32,Sudeste,Assalariado,5858.25,2,2038.26,9513.43,5079.08,5917.66,0.5134,15092.67,1,1,1,1,0,0,0
CLI003638,Digital Multirrelacionado,35,Centro-Oeste,Autônomo,12669.71,34,12215.19,16678.75,16391.03,15345.49,0.2572,48985.92,0,1,1,1,0,1,0
CLI003639,Jovem em Ascensão,21,Nordeste,Assalariado,4892.02,43,5017.27,404.52,7095.23,9421.81,0.2056,17605.19,0,1,1,0,1,0,0
CLI003640,Crédito Intensivo,36,Sudeste,Aposentado,7334.81,41,2096.23,1061.58,10.74,2623.04,0.9272,67534.23,0,1,0,0,0,0,1
CLI003641,Digital Multirrelacionado,37,Sudeste,Aposentado,6912.58,30,6853.7,13906.83,36826.49,9036.69,0.3227,21786.01,0,1,1,1,0,1,0
CLI003642,Alta Renda Investidor,55,Sul,Empresário,18289.15,109,9564.36,14733.08,403571.69,25304.79,0.3035,47704.49,0,1,1,1,0,0,1
CLI003643,Jovem em Ascensão,28,Sudeste,Assalariado,5042.83,53,3279.28,2320.67,8518.13,1504.63,0.503,2488.29,0,1,0,1,1,0,0
CLI003644,Digital Multirrelacionado,25,Sul,Assalariado,7610.04,76,4923.41,8606.74,22599.49,13286.09,0.6414,12225.94,0,1,0,0,0,0,0
CLI003645,Alta Renda Investidor,48,Sudeste,Assalariado,15092.9,64,10793.21,44034.4,306588.22,33903.53,0.2913,0.0,0,1,1,1,1,0,1
CLI003646,Tradicional Essencial,60,Sudeste,Aposentado,3972.67,128,4943.26,0.0,1504.46,,0.3007,11610.02,0,1,1,0,0,0,0
CLI003647,Digital Multirrelacionado,43,Sudeste,Autônomo,11658.75,111,3358.79,12901.66,28789.48,12993.8,0.2473,21499.95,0,1,1,1,0,0,0
CLI003648,Crédito Intensivo,41,Sul,Aposentado,5166.23,138,2524.53,0.0,630.77,21997.9,0.6626,52522.46,0,1,0,0,1,0,0
CLI003649,Digital Multirrelacionado,26,Sul,Assalariado,12252.85,18,5844.34,14079.4,30274.19,19849.36,0.1114,33500.1,0,0,1,0,0,0,0
CLI003650,Jovem em Ascensão,27,Sul,Assalariado,5933.53,39,3434.59,1302.05,8867.18,8622.92,0.2089,0.0,0,1,1,0,0,0,0
CLI003651,Digital Multirrelacionado,29,Sudeste,Assalariado,10093.61,51,0.0,413.8,19377.15,11975.63,0.3349,23063.15,0,1,0,1,1,0,0
CLI003652,Digital Multirrelacionado,31,Sudeste,Servidor público,7297.15,49,2650.58,12009.92,0.0,24177.85,0.3068,17981.38,0,1,1,0,1,1,0
CLI003653,Digital Multirrelacionado,26,Norte,Assalariado,10955.66,39,7390.04,0.0,43822.54,8609.14,0.1422,9404.01,0,1,1,1,1,1,0
CLI003654,Digital Multirrelacionado,33,Norte,Assalariado,10540.57,30,9950.0,6555.2,24765.66,7080.6,0.377,62687.77,0,1,0,1,0,1,0
CLI003655,Digital Multirrelacionado,40,Sudeste,Assalariado,9103.78,71,0.0,6996.33,45052.67,11886.37,0.4179,3163.3,0,1,1,1,1,1,0
CLI003656,Alta Renda Investidor,43,Sudeste,Assalariado,25691.85,49,22132.43,55767.0,188836.9,50380.59,0.2928,17355.13,0,1,1,1,0,1,1
CLI003657,Digital Multirrelacionado,32,Sudeste,Assalariado,7889.09,58,9338.78,7498.61,37256.67,13193.06,0.7759,24600.5,0,1,1,1,1,1,0
CLI003658,Crédito Intensivo,48,Sul,Assalariado,4674.08,77,2092.07,0.0,5508.78,17643.81,0.7796,55651.2,1,1,1,0,1,0,1
CLI003659,Jovem em Ascensão,25,Nordeste,Assalariado,2862.03,47,157.91,12404.22,11594.81,9192.49,0.5937,902.77,0,0,1,1,0,0,0
CLI003660,Alta Renda Investidor,64,Sudeste,Empresário,27214.66,234,32314.66,12581.9,149449.89,24192.26,0.3588,62540.67,0,1,1,1,1,1,0
CLI003661,Digital Multirrelacionado,35,Sudeste,Aposentado,9376.48,60,11211.13,22234.77,19720.29,23918.31,0.426,25737.32,0,1,1,1,0,1,0
CLI003662,Jovem em Ascensão,35,Sudeste,Assalariado,6552.73,1,1098.58,4084.4,1142.0,7544.61,0.2699,0.0,0,1,0,0,0,0,0
CLI003663,Jovem em Ascensão,30,Nordeste,Estudante,5146.57,8,5563.11,9035.93,434.69,6625.95,0.4442,0.0,0,1,1,0,0,0,0
CLI003664,Tradicional Essencial,57,Sudeste,Autônomo,5221.18,153,6163.86,277.65,3150.64,4865.79,0.278,6318.52,0,1,0,1,0,1,0
CLI003665,Digital Multirrelacionado,48,Sudeste,Aposentado,2653.99,76,8281.69,2875.83,20552.03,11414.95,0.2545,10095.87,0,1,0,0,0,1,0
CLI003666,Crédito Intensivo,23,Sul,Assalariado,5303.03,89,1953.49,558.75,1488.86,13118.62,0.8787,54019.33,1,1,0,0,1,0,0
CLI003667,Digital Multirrelacionado,28,Sudeste,Autônomo,7271.52,101,11566.54,2172.45,19927.16,19755.2,0.2783,32858.66,0,1,1,1,1,1,0
CLI003668,Alta Renda Investidor,46,Sudeste,Servidor público,17593.81,105,22268.41,48548.44,327091.79,40615.92,0.1625,20790.31,0,1,1,1,1,0,0
CLI003669,Digital Multirrelacionado,42,Sul,Assalariado,7692.1,2,5168.38,0.0,12113.79,13669.86,0.7026,29098.72,1,1,1,1,0,1,0
CLI003670,Tradicional Essencial,62,Sudeste,Aposentado,4031.05,194,1498.57,0.0,0.0,1476.49,0.3544,9458.91,0,0,1,0,0,1,0
CLI003671,Digital Multirrelacionado,38,Nordeste,Autônomo,10986.97,47,12501.0,11814.63,0.0,8607.3,0.2718,0.0,0,1,1,1,0,1,0
CLI003672,Tradicional Essencial,49,Sudeste,Aposentado,3536.53,183,9750.5,7566.91,4690.1,3657.37,0.038,12009.5,0,1,1,0,0,0,0
CLI003673,Digital Multirrelacionado,53,Sudeste,Assalariado,7247.19,62,2330.35,20466.04,27208.59,18841.57,0.5471,9690.43,1,1,1,0,1,1,0
CLI003674,Digital Multirrelacionado,36,Sudeste,Assalariado,6705.61,52,3597.26,19347.91,35069.49,12705.58,0.4127,0.0,1,1,1,1,1,1,0
CLI003675,Tradicional Essencial,45,Sudeste,Empresário,1750.4,221,3481.54,7708.09,7337.23,5236.39,0.3808,6793.98,0,1,1,0,0,0,0
CLI003676,Jovem em Ascensão,35,Sudeste,Assalariado,5377.53,14,3464.96,12354.83,5245.52,5555.09,0.5608,15919.65,0,1,0,1,1,0,0
CLI003677,Digital Multirrelacionado,38,Sudeste,Assalariado,6866.36,42,10386.94,32069.52,23803.29,10163.28,0.2105,33499.03,0,1,1,1,0,1,1
CLI003678,Tradicional Essencial,69,Nordeste,Autônomo,3213.11,95,1232.22,0.0,430.27,4400.32,0.2333,12202.55,0,0,1,1,0,1,0
CLI003679,Digital Multirrelacionado,42,Sudeste,Autônomo,5003.9,75,0.0,12616.76,35985.03,14216.91,0.3685,11016.29,0,1,0,1,1,0,0
CLI003680,Alta Renda Investidor,46,Sudeste,Assalariado,27590.78,89,2908.09,8141.04,51814.3,38320.67,0.2493,22803.25,0,1,1,1,0,1,0
CLI003681,Tradicional Essencial,68,Sudeste,Assalariado,3608.69,85,3034.28,1668.53,3741.95,4715.19,0.2213,5392.42,0,1,1,1,0,1,0
CLI003682,Digital Multirrelacionado,52,Sul,Aposentado,4124.75,23,1806.38,13903.66,24510.99,12599.11,0.4674,0.0,0,1,1,0,1,1,0
CLI003683,Crédito Intensivo,40,Sudeste,Aposentado,5357.66,51,0.0,1628.54,2059.2,13148.55,0.6873,32531.59,0,1,0,0,1,1,0
CLI003684,Crédito Intensivo,35,Sul,Assalariado,2642.27,121,2030.06,4051.97,0.0,11279.13,0.8016,62909.01,1,1,0,0,1,1,0
CLI003685,Digital Multirrelacionado,26,Sul,Autônomo,9952.63,60,10330.67,3003.51,41546.45,20608.42,0.2179,55132.58,0,1,1,0,1,0,0
CLI003686,Alta Renda Investidor,31,Nordeste,Assalariado,14671.0,106,8422.98,,326816.5,27681.13,0.2252,14559.47,0,1,1,1,0,0,0
CLI003687,Digital Multirrelacionado,30,Sul,Assalariado,11422.06,121,6984.31,0.0,24106.7,19277.15,0.424,0.0,0,1,0,0,0,1,0
CLI003688,Jovem em Ascensão,32,Sudeste,Autônomo,2472.06,8,2876.85,1524.38,6824.97,6675.73,0.2578,10919.85,0,1,1,0,0,1,0
CLI003689,Tradicional Essencial,61,Sul,Assalariado,4154.7,210,1249.5,7526.68,3105.21,8727.78,0.4017,1179.61,0,1,1,1,1,1,0
CLI003690,Crédito Intensivo,41,Sul,Assalariado,8732.95,111,2157.76,1322.94,0.0,8878.71,0.8015,41287.51,0,1,1,0,1,0,0
CLI003691,Alta Renda Investidor,42,Nordeste,Empresário,23876.29,134,10620.2,39172.25,164427.61,33123.19,0.2182,0.0,0,0,1,1,1,1,1
CLI003692,Tradicional Essencial,53,Sudeste,Empresário,5624.91,192,4319.99,18576.7,3802.17,5802.82,0.3652,980.68,0,0,1,0,1,0,0
CLI003693,Alta Renda Investidor,48,Sudeste,Empresário,19983.6,49,23950.79,64456.54,240664.81,35492.06,0.1747,32415.31,0,1,1,1,1,1,1
CLI003694,Crédito Intensivo,27,Sudeste,Assalariado,3464.77,74,293.79,4055.02,4294.34,17266.59,0.9616,51520.37,1,1,1,0,1,1,1
CLI003695,Tradicional Essencial,76,Sudeste,Aposentado,2776.72,88,382.39,11836.1,6447.97,7394.65,0.4516,9765.04,0,0,0,0,0,1,1
CLI003696,Crédito Intensivo,46,Sudeste,Autônomo,7001.64,91,2661.68,2789.67,0.0,9551.6,0.99,26895.18,0,1,0,0,1,1,0
CLI003697,Digital Multirrelacionado,37,Nordeste,Assalariado,9415.16,33,6560.84,7837.42,14925.33,8508.01,0.372,27256.56,0,1,0,1,0,1,1
CLI003698,Alta Renda Investidor,43,Centro-Oeste,Assalariado,11970.55,203,16537.8,65512.52,269408.3,20388.4,0.1933,0.0,0,1,1,1,0,0,0
CLI003699,Alta Renda Investidor,48,Norte,Assalariado,21376.29,201,19848.96,33867.63,170550.74,42985.97,0.01,104216.48,0,0,1,1,1,1,0
CLI003700,Crédito Intensivo,18,Centro-Oeste,Empresário,9036.9,60,4202.48,5037.86,90.32,9259.8,0.6055,55900.18,0,1,0,0,1,1,0
CLI003701,Jovem em Ascensão,28,Centro-Oeste,Assalariado,5547.83,48,1538.54,3620.3,0.0,8329.17,0.5747,7215.18,0,0,1,0,0,0,1
CLI003702,Digital Multirrelacionado,41,Nordeste,Aposentado,5191.64,87,4109.81,22567.96,22525.64,18559.52,0.5055,0.0,0,1,1,0,0,0,0
CLI003703,Tradicional Essencial,55,Centro-Oeste,Assalariado,4753.54,121,3624.34,17385.31,0.0,6519.66,0.1424,4902.93,0,1,1,0,0,0,0
CLI003704,Tradicional Essencial,62,Sul,Aposentado,4613.12,103,2907.68,25600.24,2350.05,6087.81,0.01,12846.81,1,1,1,0,0,0,1
CLI003705,Alta Renda Investidor,56,Norte,Assalariado,17590.46,81,23844.99,46452.13,211866.38,37269.59,0.185,61242.22,0,1,1,1,0,1,0
CLI003706,Digital Multirrelacionado,22,Nordeste,Aposentado,10011.31,106,2649.64,12040.77,0.0,11624.93,0.1956,31559.3,0,1,1,0,1,1,0
CLI003707,Digital Multirrelacionado,33,Sudeste,Empresário,13856.8,47,17254.38,19593.53,0.0,11808.04,0.2742,50909.38,0,1,1,1,1,1,1
CLI003708,Tradicional Essencial,35,Nordeste,Autônomo,5222.72,164,8723.59,11441.61,5434.2,6654.65,0.1639,0.0,0,0,1,0,0,1,0
CLI003709,Crédito Intensivo,55,Sudeste,Assalariado,6078.6,105,579.69,242.48,3438.18,11931.0,0.9731,62429.49,1,1,1,0,1,1,1
CLI003710,Tradicional Essencial,61,Nordeste,Assalariado,4843.84,180,5667.56,17003.95,6556.6,6162.64,0.3035,24861.94,0,0,1,0,0,1,0
CLI003711,Jovem em Ascensão,23,Centro-Oeste,Assalariado,5624.98,46,1921.19,7795.19,1791.76,8635.98,0.6359,5146.04,0,1,1,0,0,0,0
CLI003712,Tradicional Essencial,56,Sudeste,Assalariado,3962.03,130,2030.94,23019.43,8410.96,2102.12,0.1398,0.0,0,1,1,0,0,0,0
CLI003713,Jovem em Ascensão,21,Sudeste,Assalariado,3578.35,7,2733.18,8980.22,8279.59,10017.83,0.3584,0.0,0,1,1,0,1,1,0
CLI003714,Tradicional Essencial,29,Sul,Servidor público,2816.27,119,4402.48,12963.1,0.0,4079.73,0.2751,2703.38,0,1,1,0,0,0,1
CLI003715,Jovem em Ascensão,27,Nordeste,Assalariado,2856.49,28,2218.02,5122.87,6686.08,8386.98,0.3356,8043.39,0,1,1,1,0,0,0
CLI003716,Jovem em Ascensão,24,Sudeste,Assalariado,1261.78,17,2265.35,12476.52,0.0,3250.22,0.849,15922.14,0,1,0,0,0,0,0
CLI003717,Tradicional Essencial,82,Nordeste,Aposentado,4729.56,171,4553.05,9423.29,1807.42,4457.48,0.0504,23662.36,0,1,1,1,1,0,0
CLI003718,Jovem em Ascensão,31,Sudeste,Assalariado,2861.99,14,0.0,10006.17,5321.94,9758.8,0.5531,6272.98,0,1,1,0,0,0,0
CLI003719,Jovem em Ascensão,24,Centro-Oeste,Assalariado,2807.65,31,0.0,6751.26,13092.85,3832.89,0.3121,0.0,0,1,0,0,0,0,0
CLI003720,Crédito Intensivo,26,Sudeste,Servidor público,3723.07,101,2288.5,,326.48,12672.82,0.7174,23615.96,0,1,0,0,1,0,0
CLI003721,Tradicional Essencial,65,Sudeste,Aposentado,3902.07,199,0.0,0.0,7619.64,6674.94,0.2039,8748.54,0,0,1,0,0,0,0
CLI003722,Crédito Intensivo,56,Sul,Autônomo,4428.85,83,1793.08,2874.04,0.0,9524.21,0.7522,64044.5,0,1,0,0,1,0,0
CLI003723,Jovem em Ascensão,26,Sudeste,Assalariado,6269.89,23,2469.02,1848.06,11345.72,8041.64,0.3312,7478.65,1,1,0,0,0,0,0
CLI003724,Crédito Intensivo,42,Sul,Autônomo,7775.29,27,234.48,5037.04,452.15,9331.26,0.8942,39293.35,0,1,0,1,1,0,0
CLI003725,Jovem em Ascensão,26,Nordeste,Estudante,3055.07,34,3126.65,2264.16,0.0,6359.73,0.2848,5709.97,0,1,1,0,1,0,0
CLI003726,Tradicional Essencial,65,Sudeste,Aposentado,4739.72,88,1073.47,3693.78,3068.26,5285.55,0.3095,26178.74,0,0,1,1,0,0,0
CLI003727,Jovem em Ascensão,28,Sudeste,Estudante,4714.98,9,1729.12,8739.16,7937.86,5084.21,0.6802,0.0,0,0,1,1,0,0,0
CLI003728,Digital Multirrelacionado,32,Sudeste,Assalariado,9048.61,83,4914.97,0.0,47775.15,13229.33,0.5184,10851.25,0,1,1,0,0,0,0
CLI003729,Tradicional Essencial,41,Nordeste,Empresário,2824.0,156,6482.31,1728.92,1647.57,2531.54,0.1273,10311.47,0,0,1,1,0,1,0
CLI003730,Tradicional Essencial,76,Nordeste,Autônomo,3754.02,135,9598.55,,0.0,4280.67,0.1965,0.0,0,1,1,0,1,0,0
CLI003731,Jovem em Ascensão,33,Centro-Oeste,Assalariado,2694.02,22,0.0,997.46,3905.29,4138.57,0.6129,5985.52,1,1,1,0,0,1,0
CLI003732,Jovem em Ascensão,24,Sudeste,Assalariado,5178.49,34,1003.99,0.0,2372.47,5176.38,0.3094,4832.85,0,1,0,0,0,0,0
CLI003733,Tradicional Essencial,52,Sudeste,Assalariado,2644.47,180,5285.58,8105.69,2836.99,3004.65,0.1646,16085.5,0,1,1,0,0,0,0
CLI003734,Tradicional Essencial,55,Sudeste,Assalariado,4675.73,186,4092.86,17327.54,6087.44,4950.18,0.3014,10766.33,1,0,1,0,0,1,0
CLI003735,Digital Multirrelacionado,42,Sudeste,Aposentado,5013.16,90,10852.36,10233.92,24244.7,22574.32,0.3214,6184.68,0,1,1,1,0,0,0
CLI003736,Jovem em Ascensão,24,Sul,Autônomo,3146.09,5,0.0,3309.55,0.0,9511.2,0.3059,3250.95,0,1,1,0,0,0,0
CLI003737,Digital Multirrelacionado,29,Nordeste,Assalariado,8616.71,75,5823.93,18026.16,16470.58,15374.15,0.4084,18678.13,0,1,0,0,0,0,1
CLI003738,Tradicional Essencial,69,Nordeste,Autônomo,5689.9,184,7409.13,4682.51,1093.4,4606.73,0.2024,23019.24,0,0,1,0,0,0,0
CLI003739,Tradicional Essencial,55,Sudeste,Aposentado,2696.07,174,4731.28,11353.99,0.0,4559.73,0.4618,31494.84,0,1,1,0,1,1,0
CLI003740,Crédito Intensivo,41,Sudeste,Assalariado,3767.7,126,2689.95,7325.4,2121.94,15696.45,0.6351,46625.57,0,1,0,0,1,0,0
CLI003741,Digital Multirrelacionado,37,Sul,Assalariado,7864.47,31,9850.61,7477.44,26031.15,17434.12,0.2302,3927.86,0,1,1,1,0,1,0
CLI003742,Digital Multirrelacionado,32,Sul,Autônomo,11033.27,65,4510.36,0.0,22566.04,8398.98,0.3294,0.0,0,1,1,1,0,0,0
CLI003743,Jovem em Ascensão,23,Sul,Assalariado,4702.49,43,1804.77,5420.58,5894.8,5089.27,0.3359,5878.81,0,1,1,1,0,0,0
CLI003744,Crédito Intensivo,23,Nordeste,Autônomo,3662.32,61,0.0,2400.97,6520.34,13727.48,0.6305,48383.53,0,1,0,1,1,0,0
CLI003745,Alta Renda Investidor,60,Sudeste,Assalariado,16663.68,128,10271.46,42482.3,413397.69,23675.37,0.0642,24843.84,0,0,1,1,0,0,0
CLI003746,Tradicional Essencial,39,Nordeste,Servidor público,4429.58,155,3361.67,0.0,5376.29,5596.75,0.3607,0.0,0,1,1,0,0,0,1
CLI003747,Digital Multirrelacionado,36,Nordeste,Servidor público,9367.59,60,3771.72,13597.39,12244.8,10024.58,0.5664,0.0,0,1,0,1,0,1,0
CLI003748,Jovem em Ascensão,33,Sudeste,Assalariado,4063.36,6,3598.09,6504.45,2691.73,7958.65,0.3281,4079.32,0,1,1,0,0,1,1
CLI003749,Digital Multirrelacionado,25,Sul,Assalariado,7770.61,50,13314.22,0.0,33119.56,15477.49,0.6692,21334.8,0,1,1,0,0,1,1
CLI003750,Digital Multirrelacionado,35,Sudeste,Assalariado,8468.41,79,7264.21,22577.42,3450.88,13783.28,0.242,9225.08,1,1,1,1,0,1,0
CLI003751,Alta Renda Investidor,41,Sul,Assalariado,28653.81,86,29206.64,61892.09,531795.91,34689.77,0.2266,96142.08,0,1,1,1,0,0,0
CLI003752,Crédito Intensivo,43,Sudeste,Assalariado,4881.96,95,377.25,6837.49,0.0,7006.03,0.7789,29458.1,1,1,0,0,1,0,0
CLI003753,Crédito Intensivo,32,Sudeste,Autônomo,3306.96,116,3025.86,568.16,2886.52,12271.07,0.535,54822.92,0,1,1,0,1,0,1
CLI003754,Tradicional Essencial,81,Sudeste,Aposentado,6485.63,118,1738.16,12804.6,1589.63,3282.95,0.1305,27392.65,0,1,1,1,0,0,0
CLI003755,Crédito Intensivo,52,Sudeste,Aposentado,2275.67,34,60.03,4364.22,82.75,9940.99,0.9421,43570.48,0,1,0,1,1,1,0
CLI003756,Digital Multirrelacionado,36,Sudeste,Assalariado,6797.58,58,9880.89,19469.02,28988.9,18351.18,0.4579,17790.38,0,1,1,1,0,1,0
CLI003757,Digital Multirrelacionado,28,Centro-Oeste,Assalariado,6404.17,70,8967.63,14166.88,30125.71,15895.84,0.3465,30723.58,0,1,1,0,0,0,0
CLI003758,Digital Multirrelacionado,32,Norte,Assalariado,6802.33,98,9185.07,12976.55,46054.92,18341.79,0.255,33211.71,0,1,1,1,0,1,0
CLI003759,Jovem em Ascensão,30,Sudeste,Assalariado,3970.56,26,3113.09,0.0,13787.65,8452.82,0.356,508.16,0,1,0,0,0,1,0
CLI003760,Digital Multirrelacionado,36,Sudeste,Assalariado,9437.17,94,11542.0,13647.01,36997.29,15599.75,0.4788,16843.21,0,1,1,0,0,0,0
CLI003761,Jovem em Ascensão,34,Nordeste,Assalariado,7299.5,26,5062.61,6331.6,7177.28,6386.36,0.6829,13791.48,0,1,1,1,1,0,0
CLI003762,Digital Multirrelacionado,39,Nordeste,Assalariado,11077.75,82,12226.2,4342.47,45999.32,14164.9,0.3001,14816.1,0,1,1,1,0,1,0
CLI003763,Alta Renda Investidor,44,Centro-Oeste,Empresário,27691.44,127,21019.28,26277.96,196103.75,41286.55,0.1007,0.0,0,1,1,1,0,1,0
CLI003764,Digital Multirrelacionado,32,Sudeste,Aposentado,8116.59,72,9667.22,6911.88,31533.81,11393.78,0.4344,0.0,0,1,1,0,0,1,0
CLI003765,Alta Renda Investidor,47,Centro-Oeste,Empresário,22569.88,138,5179.16,33587.87,167856.64,37892.14,0.2312,15306.48,0,1,1,1,0,1,0
CLI003766,Tradicional Essencial,48,Sudeste,Assalariado,2959.78,64,5170.3,14124.64,6500.86,5976.98,0.433,13511.78,0,1,1,0,0,0,0
CLI003767,Crédito Intensivo,40,Nordeste,Autônomo,4207.76,90,2586.71,5740.84,712.6,5990.21,0.7091,68390.15,1,1,1,0,1,0,0
CLI003768,Digital Multirrelacionado,32,Sul,Aposentado,6944.44,58,14641.56,5854.92,17350.84,9594.6,0.1844,24126.21,1,1,1,0,1,1,0
CLI003769,Tradicional Essencial,58,Nordeste,Assalariado,4663.96,121,6290.57,4580.7,4468.12,3939.51,0.4143,0.0,0,1,1,0,0,1,1
CLI003770,Tradicional Essencial,45,Nordeste,Estudante,3344.18,101,0.0,2288.78,7585.03,4681.52,0.345,1130.39,1,1,1,0,0,1,0
CLI003771,Jovem em Ascensão,32,Sudeste,Assalariado,4829.35,5,2341.54,10475.72,6731.16,7636.35,0.3299,4761.08,0,1,0,0,0,1,0
CLI003772,Jovem em Ascensão,31,Sudeste,Autônomo,5234.54,29,4068.57,7803.68,0.0,9476.11,0.3327,5815.85,0,1,0,0,0,0,0
CLI003773,Tradicional Essencial,55,Centro-Oeste,Assalariado,4211.67,78,8830.29,8505.24,9694.6,7869.84,0.391,21842.75,0,1,1,1,0,1,0
CLI003774,Jovem em Ascensão,22,Sudeste,Assalariado,5376.83,1,5675.88,6951.28,7939.36,8239.05,0.0895,4234.28,0,0,1,0,0,0,0
CLI003775,Tradicional Essencial,70,Sudeste,Aposentado,3792.94,113,6462.7,22577.13,6363.13,8468.1,0.3017,27112.48,0,0,0,1,0,0,0
CLI003776,Crédito Intensivo,46,Nordeste,Autônomo,5511.83,41,3119.54,3326.27,4177.8,13965.04,0.9246,44072.98,2,1,0,0,0,1,0
CLI003777,Tradicional Essencial,67,Nordeste,Assalariado,4812.1,305,2107.28,17434.3,0.0,2686.6,0.2686,8808.74,0,1,0,1,0,1,0
CLI003778,Alta Renda Investidor,47,Nordeste,Assalariado,16781.86,133,18468.95,19637.44,113680.27,29488.32,0.2208,48485.51,0,1,0,1,0,0,0
CLI003779,Tradicional Essencial,56,Norte,Assalariado,4130.38,57,8772.35,4425.3,0.0,4408.91,0.01,0.0,0,1,1,1,1,0,0
CLI003780,Jovem em Ascensão,20,Sul,Assalariado,2327.61,1,1763.29,12694.85,1900.71,8052.87,0.497,1446.86,0,1,1,1,1,0,0
CLI003781,Alta Renda Investidor,42,Sul,Servidor público,18286.27,48,20251.6,49242.58,588409.23,35042.41,0.4506,23923.53,1,1,1,1,1,1,0
CLI003782,Jovem em Ascensão,30,Sudeste,Estudante,3226.06,25,814.23,4545.59,18327.1,11281.31,0.505,0.0,0,1,1,1,0,0,0
CLI003783,Jovem em Ascensão,25,Nordeste,Assalariado,3980.32,46,0.0,7206.37,15002.8,7673.81,0.5569,11349.57,0,1,1,1,1,0,0
CLI003784,Digital Multirrelacionado,44,Sul,Aposentado,5314.43,70,9232.82,20429.75,41833.63,20835.01,0.3436,5305.48,0,1,1,1,0,0,1
CLI003785,Crédito Intensivo,36,Sudeste,Aposentado,3000.27,84,0.0,0.0,0.0,9743.3,0.8361,4382.23,3,1,0,0,1,0,0
CLI003786,Jovem em Ascensão,23,Nordeste,Assalariado,3442.06,10,4730.27,7840.54,10424.2,5427.76,0.6023,0.0,0,1,1,0,0,0,0
CLI003787,Jovem em Ascensão,23,Sudeste,Autônomo,5490.99,25,7588.29,6135.93,3593.28,6619.0,0.3978,775.23,0,1,1,1,0,0,0
CLI003788,Alta Renda Investidor,42,Sul,Assalariado,25229.12,178,19378.7,12286.26,260963.04,34108.57,0.2734,4664.35,0,1,1,1,1,0,0
CLI003789,Digital Multirrelacionado,23,Sul,Autônomo,11250.92,24,3401.85,3718.54,39930.19,22651.95,0.4486,5847.24,0,1,0,1,1,1,0
