customer_id,month,transaction_count,total_inflow,total_outflow,pix_count,card_spend,cash_withdrawals,app_logins,branch_visits,digital_transaction_share
CLI004266,2025-12-01,76,6220.52,7268.06,27,2512.9,2,40,0,0.7952
CLI004267,2025-01-01,77,4069.95,4876.1,35,2457.32,1,36,2,0.8815
CLI004267,2025-02-01,57,5196.05,4696.85,19,2210.22,2,34,1,0.6053
CLI004267,2025-03-01,71,3830.56,4443.11,28,1421.37,2,43,0,0.8061
CLI004267,2025-04-01,72,4537.45,3165.19,32,1386.14,3,38,1,0.6988
CLI004267,2025-05-01,75,5881.8,5900.06,37,2240.91,1,30,1,0.8106
CLI004267,2025-06-01,66,3600.42,4437.48,33,1671.05,2,18,3,0.8665
CLI004267,2025-07-01,61,3848.43,4430.93,31,1886.98,1,21,0,0.9352
CLI004267,2025-08-01,67,3858.34,3971.66,36,1369.8,1,39,2,0.8494
CLI004267,2025-09-01,57,5189.81,4870.21,22,2074.75,1,37,0,0.8526
CLI004267,2025-10-01,74,5018.68,4208.25,29,1900.54,2,42,2,0.7779
CLI004267,2025-11-01,63,4962.73,4755.44,32,2283.41,1,33,0,0.8721
CLI004267,2025-12-01,73,4094.6,4308.51,37,1595.84,3,39,2,0.8002
CLI004268,2025-01-01,62,2700.45,1843.65,36,479.35,0,32,0,0.9968
CLI004268,2025-02-01,58,1500.69,2080.07,28,499.52,1,18,1,0.9249
CLI004268,2025-03-01,63,3080.09,1891.39,39,398.17,0,52,0,1.0
CLI004268,2025-04-01,57,3252.66,2459.25,28,575.3,0,50,0,1.0
CLI004268,2025-05-01,66,2649.34,2037.42,32,551.51,1,61,0,0.9039
CLI004268,2025-06-01,60,2489.09,2257.86,24,440.75,1,30,0,0.8896
CLI004268,2025-07-01,54,2838.28,2066.27,29,410.87,0,36,0,0.963
CLI004268,2025-08-01,73,3300.93,1985.68,31,372.55,0,52,0,0.9671
CLI004268,2025-09-01,64,2619.14,2302.56,25,566.31,0,10,0,0.9427
CLI004268,2025-10-01,62,2961.79,1522.44,33,287.81,1,60,0,0.8982
CLI004268,2025-11-01,67,2204.03,2276.22,29,621.03,0,23,0,0.9862
CLI004268,2025-12-01,81,2788.88,1852.61,40,438.01,1,61,0,0.9422
CLI004269,2025-01-01,22,2602.09,1610.18,7,110.64,2,11,4,0.5637
CLI004269,2025-02-01,21,2523.36,2284.82,6,155.67,2,9,4,0.4782
CLI004269,2025-03-01,17,3156.87,1974.55,6,126.76,1,7,5,0.5253
CLI004269,2025-04-01,19,2956.28,2462.21,4,164.65,3,0,5,0.3385
CLI004269,2025-05-01,23,2436.3,1826.77,1,99.06,4,7,4,0.1263
CLI004269,2025-06-01,23,2910.18,2488.59,8,153.46,1,15,4,0.5496
CLI004269,2025-07-01,22,3265.53,1836.41,3,107.32,3,4,2,0.2587
CLI004269,2025-08-01,24,2975.89,1541.86,8,70.89,1,1,4,0.6337
CLI004269,2025-09-01,22,3217.27,2502.32,5,123.89,2,4,4,0.4422
CLI004269,2025-10-01,18,2932.81,2032.81,5,111.72,1,0,3,0.496
CLI004269,2025-11-01,24,1869.95,1033.99,5,52.17,2,9,2,0.4714
CLI004269,2025-12-01,29,2921.95,2098.13,6,126.87,3,2,4,0.411
CLI004270,2025-01-01,36,7932.26,5371.0,8,319.3,4,2,8,0.4409
CLI004270,2025-02-01,36,6317.53,6130.95,8,445.03,2,8,4,0.399
CLI004270,2025-03-01,35,5045.62,5566.86,12,351.97,3,4,6,0.5368
CLI004270,2025-04-01,31,7862.57,5104.13,8,268.75,2,0,3,0.4222
CLI004270,2025-05-01,34,8966.61,4676.22,4,243.42,4,13,3,0.2652
CLI004270,2025-06-01,27,7640.33,3544.03,9,188.38,2,0,1,0.5175
CLI004270,2025-07-01,33,6540.95,5199.29,6,257.1,4,4,7,0.4264
CLI004270,2025-08-01,31,6118.66,5512.74,8,261.5,3,0,2,0.5201
CLI004270,2025-09-01,35,5147.91,6294.74,7,372.18,4,0,3,0.3604
CLI004270,2025-10-01,36,5998.52,3840.76,11,197.12,2,7,5,0.6469
CLI004270,2025-11-01,33,7480.21,6009.37,4,413.81,4,8,1,0.2811
CLI004270,2025-12-01,36,7074.99,5707.06,0,305.19,4,4,3,0.02
CLI004271,2025-01-01,66,7612.01,4538.57,41,1458.08,0,41,0,0.9752
CLI004271,2025-02-01,66,6108.08,5860.12,37,1622.64,1,55,0,0.8887
CLI004271,2025-03-01,51,7723.74,4591.58,30,1155.61,0,52,1,1.0
CLI004271,2025-04-01,56,7418.32,5274.81,29,1934.52,1,38,1,0.8883
CLI004271,2025-05-01,60,7767.24,5219.97,26,2029.26,1,50,0,0.9096
CLI004271,2025-06-01,58,7362.04,5393.11,28,1940.59,0,39,0,0.9883
CLI004271,2025-07-01,65,7039.42,5410.44,30,2010.41,0,27,0,1.0
CLI004271,2025-08-01,66,7958.42,6459.87,29,2211.74,1,55,0,0.9184
CLI004271,2025-09-01,54,7756.65,5782.74,32,2073.67,1,39,0,0.9231
CLI004271,2025-10-01,54,6650.33,4010.4,31,1148.47,1,60,0,0.9068
CLI004271,2025-11-01,55,6621.73,5861.82,29,1835.22,0,28,0,0.9813
CLI004271,2025-12-01,61,6858.75,6500.75,32,2425.35,0,51,0,0.963
CLI004272,2025-01-01,80,6436.99,6253.38,21,2467.81,5,14,1,0.6473
CLI004272,2025-02-01,64,5159.34,5354.29,29,2481.24,2,34,1,0.7711
CLI004272,2025-03-01,67,6125.27,6523.69,27,2783.23,1,34,2,0.8742
CLI004272,2025-04-01,64,5946.3,5711.41,35,2601.31,2,35,0,0.8703
CLI004272,2025-05-01,66,6067.61,5291.53,21,1816.3,3,37,2,0.6922
CLI004272,2025-06-01,69,5194.0,5674.3,21,2125.81,3,31,0,0.6846
CLI004272,2025-07-01,65,5876.08,5928.63,34,2346.11,1,38,2,0.93
CLI004272,2025-08-01,64,6453.08,6577.22,22,2160.76,3,24,0,0.6806
CLI004272,2025-09-01,71,6745.0,6147.34,29,2058.54,1,37,2,0.8955
CLI004272,2025-10-01,73,7400.78,6188.05,21,2577.15,3,32,4,0.6535
CLI004272,2025-11-01,79,5933.59,6224.35,41,2680.3,2,25,1,0.8706
CLI004272,2025-12-01,78,6611.77,6249.7,26,2531.72,3,31,1,0.6571
CLI004273,2025-01-01,47,3237.97,3028.59,20,323.93,0,46,1,0.9474
CLI004273,2025-02-01,66,3180.67,2969.92,31,419.04,1,44,0,0.9083
CLI004273,2025-03-01,50,3503.61,1978.75,30,238.72,0,49,0,0.9226
CLI004273,2025-04-01,59,3249.47,3089.53,34,485.44,0,51,0,0.9539
CLI004273,2025-05-01,63,4018.36,2978.58,24,349.72,1,51,0,0.8771
CLI004273,2025-06-01,66,3487.22,2825.63,34,333.41,0,35,0,0.9858
CLI004273,2025-07-01,63,3902.09,3739.05,25,612.47,1,26,0,0.8982
CLI004273,2025-08-01,61,4191.17,3002.18,37,502.89,0,81,0,0.9547
CLI004273,2025-09-01,56,4001.25,3213.22,31,416.74,0,73,0,0.9959
CLI004273,2025-10-01,59,4039.38,2636.17,35,289.87,0,42,0,0.9399
CLI004273,2025-11-01,67,4346.31,3418.71,40,457.6,0,40,0,0.9334
CLI004273,2025-12-01,77,3418.02,3116.43,39,375.69,0,61,0,1.0
CLI004274,2025-01-01,67,2072.19,2148.18,33,889.52,1,52,0,0.9475
CLI004274,2025-02-01,55,2588.19,2008.31,21,586.69,0,66,0,0.9417
CLI004274,2025-03-01,61,2773.71,2003.62,30,664.15,1,57,0,0.9527
CLI004274,2025-04-01,59,2952.03,1790.64,34,800.07,0,22,1,0.9868
CLI004274,2025-05-01,84,2818.06,2023.36,49,871.33,0,43,0,1.0
CLI004274,2025-06-01,61,2572.05,1682.82,27,568.83,0,41,0,0.9997
CLI004274,2025-07-01,58,3289.92,1836.77,33,671.64,1,59,0,0.9253
CLI004274,2025-08-01,66,2755.17,1883.18,32,836.78,0,35,1,0.9415
CLI004274,2025-09-01,66,2346.64,1587.88,34,566.29,0,43,0,0.971
CLI004274,2025-10-01,69,2123.08,1726.47,40,688.23,1,37,1,0.9012
CLI004274,2025-11-01,90,2439.25,2032.84,41,783.15,1,41,0,0.9524
CLI004274,2025-12-01,83,2597.69,2270.67,42,994.52,0,62,0,0.9722
CLI004275,2025-01-01,77,8679.18,6647.75,41,838.75,0,46,0,0.9958
CLI004275,2025-02-01,87,8677.97,7492.23,50,1010.35,1,59,0,0.9424
CLI004275,2025-03-01,87,7418.78,7779.95,46,1004.12,0,41,0,0.9724
CLI004275,2025-04-01,90,9079.36,7180.88,34,823.73,1,46,0,0.9414
CLI004275,2025-05-01,96,8447.53,5442.66,60,908.89,0,71,0,0.9716
CLI004275,2025-06-01,97,9279.0,5752.49,43,733.78,1,45,0,0.9151
CLI004275,2025-07-01,75,8665.93,7616.78,43,978.56,0,66,0,0.9779
CLI004275,2025-08-01,95,7942.84,7474.83,38,868.06,0,47,0,0.9752
CLI004275,2025-09-01,95,10042.62,6570.73,49,932.13,2,65,0,0.9048
CLI004275,2025-10-01,83,9715.64,7034.51,46,875.19,2,42,0,0.8959
CLI004275,2025-11-01,101,9353.17,8245.67,42,1067.98,1,39,0,0.9539
CLI004275,2025-12-01,109,10139.69,7579.26,55,1236.79,1,59,0,0.9365
CLI004276,2025-01-01,69,24246.8,17287.56,28,497.95,2,21,1,0.749
CLI004276,2025-02-01,49,29997.86,17848.41,22,565.37,2,27,2,0.7814
CLI004276,2025-03-01,54,25185.8,17877.71,29,452.64,0,30,0,0.9932
CLI004276,2025-04-01,47,24705.7,18375.14,21,440.65,2,31,0,0.8305
CLI004276,2025-05-01,58,25508.25,19603.88,24,631.34,1,22,0,0.9059
CLI004276,2025-06-01,63,28098.51,16828.65,37,418.24,0,28,0,0.9569
CLI004276,2025-07-01,49,25070.65,20460.82,26,627.41,1,32,0,0.8202
CLI004276,2025-08-01,59,28384.71,17558.62,23,437.79,3,23,1,0.5989
CLI004276,2025-09-01,45,24016.7,20119.67,16,493.57,1,31,1,0.8497
CLI004276,2025-10-01,50,22371.09,17354.49,19,571.53,1,5,1,0.8737
CLI004276,2025-11-01,63,19765.37,12040.64,29,272.34,1,35,1,0.9045
CLI004276,2025-12-01,61,29536.33,21481.35,25,588.21,2,22,1,0.7836
CLI004277,2025-01-01,38,3680.84,4626.36,16,1440.92,1,32,2,0.7979
CLI004277,2025-02-01,42,4222.02,4097.09,16,1544.87,1,29,2,0.8137
CLI004277,2025-03-01,44,4021.89,4568.79,19,1359.71,2,11,1,0.8141
CLI004277,2025-04-01,41,3858.8,4288.86,12,1518.02,3,13,2,0.5213
CLI004277,2025-05-01,44,4001.76,4575.16,16,1331.6,1,23,0,0.749
CLI004277,2025-06-01,37,4743.08,4772.87,19,1650.56,0,0,2,0.9546
CLI004277,2025-07-01,38,4407.03,3213.98,16,1233.79,0,9,2,1.0
CLI004277,2025-08-01,43,4089.2,4682.26,22,1449.24,2,21,3,0.8012
CLI004277,2025-09-01,40,4644.27,4362.54,14,1192.16,1,31,2,0.8079
CLI004277,2025-10-01,34,4128.03,4297.79,9,1680.93,1,41,3,0.5977
CLI004277,2025-11-01,43,4687.12,5436.87,21,1653.94,1,30,1,0.8979
CLI004277,2025-12-01,50,4451.69,4962.69,25,1469.37,1,35,0,0.8141
CLI004278,2025-01-01,59,1039.26,774.6,26,91.49,0,34,1,1.0
CLI004278,2025-02-01,62,1016.14,881.3,24,151.73,1,31,0,0.914
CLI004278,2025-03-01,60,1330.98,974.15,31,147.02,1,34,0,0.9121
CLI004278,2025-04-01,60,1192.62,793.74,35,89.45,0,61,0,0.9744
CLI004278,2025-05-01,53,1351.2,904.77,31,100.9,0,33,0,0.9782
CLI004278,2025-06-01,55,1506.73,904.77,27,147.24,1,56,0,0.9028
CLI004278,2025-07-01,55,1330.97,1009.91,21,173.93,1,54,0,0.9015
CLI004278,2025-08-01,58,1436.3,862.49,28,119.02,1,36,0,0.9014
CLI004278,2025-09-01,58,1603.02,785.02,31,128.07,0,39,0,0.9484
CLI004278,2025-10-01,76,1392.06,890.61,39,135.96,1,59,0,0.9257
CLI004278,2025-11-01,65,1216.83,790.24,28,118.24,1,63,0,0.9319
CLI004278,2025-12-01,62,1270.56,1021.5,32,142.76,0,55,1,0.9966
CLI004279,2025-01-01,110,12939.67,12419.46,53,4036.3,0,70,0,0.9908
CLI004279,2025-02-01,99,9483.54,14897.07,38,4119.04,1,58,0,0.9222
CLI004279,2025-03-01,116,10503.84,10653.44,49,2596.12,1,49,1,0.9537
CLI004279,2025-04-01,108,11427.06,11732.49,43,4158.69,0,38,0,0.9749
CLI004279,2025-05-01,101,13964.65,11199.44,41,3105.25,1,35,0,0.9409
CLI004279,2025-06-01,85,14102.57,7451.46,35,1742.44,0,64,0,1.0
CLI004279,2025-07-01,83,12560.15,12008.48,36,2773.38,1,66,0,0.9437
CLI004279,2025-08-01,101,13737.32,10849.43,47,3467.02,1,56,0,0.9574
CLI004279,2025-09-01,112,15289.01,8643.12,63,2526.66,1,73,0,0.971
CLI004279,2025-10-01,112,15131.6,10371.62,64,2493.71,0,59,0,1.0
CLI004279,2025-11-01,117,13894.28,11506.81,72,3402.46,1,64,1,0.9568
CLI004279,2025-12-01,130,10782.78,9888.22,56,3312.61,0,50,0,0.9706
CLI004280,2025-01-01,39,5183.15,3477.51,14,574.95,3,7,3,0.5616
CLI004280,2025-02-01,33,4996.99,4714.82,9,883.65,2,5,5,0.4587
CLI004280,2025-03-01,34,4901.43,3712.24,7,820.64,4,5,3,0.3457
CLI004280,2025-04-01,35,5694.44,2918.36,8,672.46,2,0,3,0.5636
CLI004280,2025-05-01,29,5267.59,3984.98,8,695.1,3,8,3,0.4095
CLI004280,2025-06-01,27,5477.06,3450.92,7,801.96,3,6,4,0.448
CLI004280,2025-07-01,34,6232.04,2936.57,2,643.1,3,6,2,0.1449
CLI004280,2025-08-01,34,5164.2,3791.9,8,869.71,4,4,4,0.3981
CLI004280,2025-09-01,34,4729.8,3733.51,13,791.59,2,0,4,0.6596
CLI004280,2025-10-01,32,4945.47,3388.95,8,753.05,1,5,4,0.4733
CLI004280,2025-11-01,34,4795.45,4015.64,7,781.34,4,11,4,0.3246
CLI004280,2025-12-01,38,5861.14,5383.14,12,874.96,2,4,1,0.6015
CLI004281,2025-01-01,71,22396.4,18224.51,35,2139.06,1,23,1,0.896
CLI004281,2025-02-01,75,28690.13,16617.25,38,1579.63,3,20,0,0.786
CLI004281,2025-03-01,81,32994.72,21846.24,31,2699.81,4,22,2,0.7562
CLI004281,2025-04-01,67,26915.0,19989.29,34,2714.97,1,36,0,0.9198
CLI004281,2025-05-01,71,26050.03,16342.08,37,1580.18,1,19,1,0.8815
CLI004281,2025-06-01,84,24590.65,22755.9,32,3306.18,4,16,0,0.7245
CLI004281,2025-07-01,65,25844.2,18476.25,28,2023.16,0,28,0,0.9625
CLI004281,2025-08-01,74,24217.18,19039.71,29,1748.45,3,35,0,0.7245
CLI004281,2025-09-01,72,22633.77,18940.16,27,2522.97,1,20,0,0.8995
CLI004281,2025-10-01,78,24014.05,15097.97,28,2186.54,2,20,1,0.8564
CLI004281,2025-11-01,79,31884.8,17640.8,31,2395.23,2,32,1,0.8278
CLI004281,2025-12-01,76,24001.82,22381.23,38,3106.01,2,32,0,0.7949
CLI004282,2025-01-01,74,3945.99,3908.09,33,695.0,0,65,0,0.9918
CLI004282,2025-02-01,81,4185.82,2458.45,32,433.52,0,51,0,0.9517
CLI004282,2025-03-01,85,4169.55,3014.89,39,409.82,1,84,0,0.9619
CLI004282,2025-04-01,58,4114.48,3869.26,28,583.97,0,57,0,0.9515
CLI004282,2025-05-01,83,3849.61,3350.15,37,620.74,0,67,0,0.9819
CLI004282,2025-06-01,70,5381.57,3518.29,30,597.3,0,45,1,0.9615
CLI004282,2025-07-01,57,3747.44,2697.09,26,539.62,0,32,0,0.9621
CLI004282,2025-08-01,86,2808.15,3478.25,52,541.5,0,35,0,0.9945
CLI004282,2025-09-01,71,4023.88,2682.47,34,522.32,0,64,1,0.9696
CLI004282,2025-10-01,78,3331.62,3343.13,37,507.42,1,45,0,0.8987
CLI004282,2025-11-01,84,4652.69,4328.01,39,653.42,0,50,0,0.9561
CLI004282,2025-12-01,95,5477.82,2900.9,59,488.75,0,50,0,0.9755
CLI004283,2025-01-01,25,2810.45,2479.78,5,147.34,2,10,3,0.4392
CLI004283,2025-02-01,26,2818.1,2272.51,9,87.36,1,0,3,0.5944
CLI004283,2025-03-01,20,2801.97,2901.1,6,161.82,2,1,2,0.5582
CLI004283,2025-04-01,26,3560.28,2491.59,8,124.97,1,0,4,0.681
CLI004283,2025-05-01,31,2542.15,1745.79,8,72.97,1,6,5,0.5319
CLI004283,2025-06-01,27,3384.47,2467.32,4,132.99,3,5,6,0.31
CLI004283,2025-07-01,26,3406.61,2346.68,4,103.88,4,6,2,0.2689
CLI004283,2025-08-01,31,3156.25,2459.28,10,116.39,1,9,4,0.5817
CLI004283,2025-09-01,24,3295.74,2736.82,1,159.74,3,7,2,0.074
CLI004283,2025-10-01,31,2533.55,2275.09,3,100.67,2,8,4,0.2193
CLI004283,2025-11-01,34,3690.97,2509.38,6,100.92,3,0,4,0.3702
CLI004283,2025-12-01,34,3449.91,2823.11,6,137.51,3,15,3,0.3846
CLI004284,2025-01-01,40,21717.65,19095.48,19,2557.2,0,32,1,0.9619
CLI004284,2025-02-01,39,19971.23,18116.94,18,2945.67,0,27,1,0.8996
CLI004284,2025-03-01,38,20396.74,13618.93,16,2514.27,2,19,0,0.7507
CLI004284,2025-04-01,43,22501.48,16936.61,16,2364.47,1,18,1,0.8195
CLI004284,2025-05-01,47,14338.08,18478.41,14,2445.61,3,21,1,0.7085
CLI004284,2025-06-01,42,19592.03,15604.96,22,2813.11,1,23,1,0.8348
CLI004284,2025-07-01,37,24531.64,13770.96,15,1944.19,1,25,0,0.7867
CLI004284,2025-08-01,41,22340.56,19062.0,14,2677.96,3,30,0,0.5733
CLI004284,2025-09-01,37,26784.54,16831.75,19,2915.27,1,20,0,0.8066
CLI004284,2025-10-01,29,20330.5,13208.88,16,2031.72,1,30,0,0.8849
CLI004284,2025-11-01,51,21143.29,18102.59,25,2843.05,1,32,1,0.8283
CLI004284,2025-12-01,51,24217.94,19648.59,18,3694.0,1,27,1,0.8721
CLI004285,2025-01-01,76,3914.0,2752.37,42,616.1,1,49,0,0.9441
CLI004285,2025-02-01,78,4840.73,3461.61,41,787.3,1,53,0,0.8939
CLI004285,2025-03-01,74,3892.4,2810.94,42,874.87,1,34,0,0.8998
CLI004285,2025-04-01,73,4327.22,3298.61,40,790.87,0,53,0,0.9737
CLI004285,2025-05-01,80,4174.79,3081.5,40,868.87,1,23,0,0.9307
CLI004285,2025-06-01,60,4028.43,3859.31,26,1202.86,1,28,0,0.9509
CLI004285,2025-07-01,76,3857.79,2945.65,41,864.93,1,63,0,0.9648
CLI004285,2025-08-01,68,4362.5,4301.22,34,864.91,1,47,0,0.9535
CLI004285,2025-09-01,66,4792.73,3713.58,27,1111.38,0,34,0,0.9501
CLI004285,2025-10-01,76,4053.17,2775.58,44,855.77,1,51,1,0.9456
CLI004285,2025-11-01,75,4385.9,2341.93,36,671.31,1,61,0,0.9077
CLI004285,2025-12-01,81,5739.14,3087.29,43,821.85,1,28,0,0.8986
CLI004286,2025-01-01,89,10341.56,6948.46,36,589.31,0,30,0,0.9782
CLI004286,2025-02-01,88,8333.66,5388.31,40,389.48,1,46,0,0.9334
CLI004286,2025-03-01,98,11870.89,8380.74,59,867.89,0,64,1,0.9684
CLI004286,2025-04-01,82,10190.92,6021.71,34,590.63,0,84,1,0.9679
CLI004286,2025-05-01,95,9814.22,9136.78,49,970.98,0,63,0,0.9652
CLI004286,2025-06-01,94,10756.7,6995.78,52,789.84,1,59,0,0.9316
CLI004286,2025-07-01,92,7964.52,9180.08,51,749.8,1,45,0,0.9567
CLI004286,2025-08-01,90,9427.0,7169.71,53,520.53,0,64,0,1.0
CLI004286,2025-09-01,83,9176.55,8972.16,44,878.67,1,72,0,0.9266
CLI004286,2025-10-01,84,9816.03,5812.9,39,653.43,0,89,0,0.9681
CLI004286,2025-11-01,91,10744.97,9850.95,36,1022.37,0,58,0,0.9769
CLI004286,2025-12-01,94,8648.96,10318.96,49,1009.57,0,43,0,0.9665
CLI004287,2025-01-01,26,5096.0,4087.1,15,952.6,0,46,0,0.9232
CLI004287,2025-02-01,36,5306.18,4152.3,14,1137.98,1,38,0,0.8642
CLI004287,2025-03-01,30,5722.23,3538.92,13,1117.41,0,26,0,0.9479
CLI004287,2025-04-01,32,4687.68,3885.57,18,1155.8,0,52,0,1.0
CLI004287,2025-05-01,42,5166.85,2763.72,19,670.76,1,26,1,0.8961
CLI004287,2025-06-01,29,5328.39,3768.24,14,1054.9,0,41,0,0.971
CLI004287,2025-07-01,36,5760.0,3274.81,19,1128.6,0,45,1,0.9229
CLI004287,2025-08-01,32,5102.67,3941.2,18,1125.25,0,37,0,0.9954
CLI004287,2025-09-01,33,4517.74,4088.63,16,1074.47,0,35,1,0.9422
CLI004287,2025-10-01,45,4827.3,3703.5,27,993.51,0,52,0,1.0
CLI004287,2025-11-01,37,4363.46,2807.39,22,834.14,0,43,0,0.9354
CLI004287,2025-12-01,44,4936.33,3756.71,25,1077.55,0,32,1,0.9918
CLI004288,2025-01-01,113,11256.61,10264.47,68,1698.2,0,54,1,1.0
CLI004288,2025-02-01,119,8850.79,5161.67,50,897.07,0,48,0,0.9936
CLI004288,2025-03-01,104,9477.81,6805.03,53,1017.01,0,58,1,0.9978
CLI004288,2025-04-01,95,11400.57,8471.7,47,1310.5,1,41,0,0.9484
CLI004288,2025-05-01,88,10001.81,10142.63,47,1593.1,1,33,0,0.9292
CLI004288,2025-06-01,95,9490.3,9255.84,39,1579.31,0,82,0,0.974
CLI004288,2025-07-01,95,8664.66,9617.55,49,1264.63,1,48,0,0.97
CLI004288,2025-08-01,97,10794.35,8104.99,52,1325.93,1,54,1,0.9293
CLI004288,2025-09-01,88,12157.19,9588.13,37,1614.68,1,44,0,0.9424
CLI004288,2025-10-01,112,10620.28,7300.6,58,1324.46,1,66,0,0.9484
CLI004288,2025-11-01,111,10819.19,7955.76,58,1551.24,0,51,0,0.971
CLI004288,2025-12-01,116,13313.0,10473.6,55,1682.08,1,39,1,0.9518
CLI004289,2025-01-01,65,4112.72,3714.59,33,1328.79,0,46,0,0.9774
CLI004289,2025-02-01,58,3649.93,3814.46,29,1171.42,0,52,1,0.9666
CLI004289,2025-03-01,70,3672.55,3190.19,38,1271.79,0,36,0,0.9748
CLI004289,2025-04-01,61,5000.05,2527.99,24,1001.61,1,44,1,0.8956
CLI004289,2025-05-01,65,3417.06,3782.54,40,1177.74,0,57,0,0.9778
CLI004289,2025-06-01,74,5196.66,2899.97,37,1176.15,1,56,0,0.9414
CLI004289,2025-07-01,66,5024.27,2314.37,25,775.59,1,48,0,0.9161
CLI004289,2025-08-01,66,5518.91,2406.07,27,807.2,1,65,0,0.9166
CLI004289,2025-09-01,58,4836.84,3497.31,31,1359.79,0,64,0,1.0
CLI004289,2025-10-01,71,3833.4,3241.17,32,966.05,1,48,0,0.9495
CLI004289,2025-11-01,72,4399.2,4237.18,31,1499.29,0,50,0,0.9677
CLI004289,2025-12-01,83,4250.28,3519.81,49,1135.19,1,58,0,0.9194
CLI004290,2025-01-01,11,5381.51,4120.82,3,463.29,0,2,3,0.5548
CLI004290,2025-02-01,13,5879.42,4330.24,2,630.75,1,5,5,0.3873
CLI004290,2025-03-01,17,5193.69,5106.52,4,504.27,1,7,4,0.6001
CLI004290,2025-04-01,18,7039.84,4641.23,2,613.17,2,8,5,0.1829
CLI004290,2025-05-01,10,6374.72,3118.06,3,442.98,1,7,4,0.4471
CLI004290,2025-06-01,13,6025.79,4162.72,4,454.67,1,9,2,0.5966
CLI004290,2025-07-01,14,6829.82,4641.22,3,476.95,1,7,5,0.4598
CLI004290,2025-08-01,15,7333.9,4959.48,2,712.0,2,7,3,0.2807
CLI004290,2025-09-01,12,6465.47,4644.09,5,728.01,0,7,3,0.6333
CLI004290,2025-10-01,16,7822.78,5114.3,5,677.53,1,0,0,0.5941
CLI004290,2025-11-01,16,6939.26,3704.28,2,511.16,2,2,6,0.2227
CLI004290,2025-12-01,19,6818.6,4053.26,3,613.65,2,1,3,0.4023
CLI004291,2025-01-01,53,23233.09,19276.19,17,3760.79,1,29,0,0.7635
CLI004291,2025-02-01,66,23782.44,14171.63,21,2437.83,3,18,2,0.759
CLI004291,2025-03-01,54,19879.17,18090.25,19,2991.31,1,14,1,0.8325
CLI004291,2025-04-01,60,23974.42,16419.2,29,3195.6,1,25,3,0.8964
CLI004291,2025-05-01,62,28159.03,16747.26,27,2831.99,3,10,1,0.737
CLI004291,2025-06-01,54,24036.68,15917.13,27,3143.4,1,19,2,0.7903
CLI004291,2025-07-01,71,22886.44,15506.58,37,2335.36,2,29,0,0.8641
CLI004291,2025-08-01,63,22844.06,16904.06,28,3046.04,1,21,1,0.8874
CLI004291,2025-09-01,66,23796.76,12998.09,25,2872.87,1,17,1,0.7992
CLI004291,2025-10-01,66,19961.95,13638.45,27,2048.22,0,6,1,0.9663
CLI004291,2025-11-01,68,21612.42,14645.23,41,2030.87,0,37,2,0.9765
CLI004291,2025-12-01,72,23947.36,16318.74,35,2552.78,2,31,1,0.8188
CLI004292,2025-01-01,72,26766.42,22823.2,28,2989.79,3,23,0,0.703
CLI004292,2025-02-01,66,27887.66,16549.62,31,2152.49,2,13,2,0.8361
CLI004292,2025-03-01,83,29187.38,24746.98,38,2634.95,3,11,0,0.7345
CLI004292,2025-04-01,89,30326.99,22284.73,36,2880.18,4,27,1,0.7268
CLI004292,2025-05-01,77,33105.37,23047.87,32,3085.23,3,32,1,0.6774
CLI004292,2025-06-01,71,26941.58,24124.23,26,3688.58,2,22,1,0.76
CLI004292,2025-07-01,73,30596.36,18286.29,31,2092.36,2,7,1,0.8569
CLI004292,2025-08-01,72,29615.22,23473.38,26,2973.8,2,13,0,0.7949
CLI004292,2025-09-01,70,31502.22,21137.83,25,2235.34,2,15,0,0.796
CLI004292,2025-10-01,73,31762.06,19747.45,36,2246.55,2,27,0,0.7666
CLI004292,2025-11-01,83,34786.29,19769.34,34,2742.39,2,19,1,0.8002
CLI004292,2025-12-01,78,32951.79,18960.82,35,2434.24,2,13,1,0.81
CLI004293,2025-01-01,36,25199.84,16793.62,15,2211.2,1,13,1,0.8205
CLI004293,2025-02-01,36,24625.17,12814.78,14,1550.21,1,20,0,0.808
CLI004293,2025-03-01,37,20081.1,14365.92,15,2089.65,2,41,0,0.6464
CLI004293,2025-04-01,35,23482.53,14620.6,13,2499.1,2,17,0,0.7466
CLI004293,2025-05-01,31,18402.99,20539.06,14,3485.15,0,15,0,0.8943
CLI004293,2025-06-01,32,23146.74,13642.47,12,2433.05,1,23,1,0.7057
CLI004293,2025-07-01,35,26104.55,18106.52,18,3043.46,0,31,0,0.8943
CLI004293,2025-08-01,31,21541.93,13751.85,10,1647.14,1,15,0,0.7065
CLI004293,2025-09-01,30,22490.62,17268.8,11,3124.16,0,21,1,0.8602
CLI004293,2025-10-01,28,23996.07,17314.86,15,3048.26,0,34,1,0.9251
CLI004293,2025-11-01,35,21023.23,11076.81,17,1615.2,1,18,1,0.8071
CLI004293,2025-12-01,34,21048.58,14997.53,11,1917.68,2,33,1,0.722
CLI004294,2025-01-01,15,4234.6,4209.7,2,651.76,2,7,4,0.2135
CLI004294,2025-02-01,19,5438.63,4970.45,6,633.92,2,11,3,0.475
CLI004294,2025-03-01,24,4694.25,4878.9,5,719.06,2,3,3,0.4341
CLI004294,2025-04-01,20,5500.08,4236.76,7,564.67,1,8,5,0.6764
